Market_Names,Date,NonComm_Long,NonComm_Short,Change_Long,Change_Short,Net_Position,Market_Type,Total,ReleaseDate
XAU,2025-08-19,275277,62687,-12838.0,4057.0,212590,Commodity,337964,2025-08-22
EUR,2025-08-19,252719,133974,6420.0,3106.0,118745,Forex,386693,2025-08-22
USOil,2025-08-19,304490,184281,11266.0,7799.0,120209,Commodity,488771,2025-08-22
GBP,2025-08-19,81303,106488,7567.0,-6341.0,-25185,Forex,187791,2025-08-22
BTC,2025-08-19,23064,24264,-374.0,84.0,-1200,Crypto,47328,2025-08-22
NAS100,2025-08-19,87625,53780,-10290.0,-1823.0,33845,Indices,141405,2025-08-22
CAD,2025-08-19,19028,112107,-1870.0,1132.0,-93079,Forex,131135,2025-08-22
NZD,2025-08-19,12986,17056,1826.0,1209.0,-4070,Forex,30042,2025-08-22
USD,2025-08-19,11359,17347,-1370.0,-1629.0,-5988,Forex,28706,2025-08-22
CHF,2025-08-19,6459,33737,368.0,-397.0,-27278,Forex,40196,2025-08-22
SP500,2025-08-19,222602,397664,-1051.0,-21945.0,-175062,Indices,620266,2025-08-22
AUD,2025-08-19,31668,126555,6037.0,13019.0,-94887,Forex,158223,2025-08-22
US30,2025-08-19,12445,15386,1470.0,1907.0,-2941,Indices,27831,2025-08-22
JPY,2025-08-19,168363,90782,3670.0,323.0,77581,Forex,259145,2025-08-22
US10,2025-08-19,523308,1468824,-21126.0,-17833.0,-945516,Bonds,1992132,2025-08-22
US30,2025-08-12,10975,13479,1205.0,-206.0,-2504,Indices,24454,2025-08-15
AUD,2025-08-12,25631,113536,1643.0,5988.0,-87905,Forex,139167,2025-08-15
XAU,2025-08-12,288115,58630,-4079.0,3486.0,229485,Commodity,346745,2025-08-15
NAS100,2025-08-12,97915,55603,11364.0,2888.0,42312,Indices,153518,2025-08-15
GBP,2025-08-12,73736,112829,8101.0,13891.0,-39093,Forex,186565,2025-08-15
NZD,2025-08-12,11160,15847,75.0,-71.0,-4687,Forex,27007,2025-08-15
EUR,2025-08-12,246299,130868,-1058.0,-530.0,115431,Forex,377167,2025-08-15
USOil,2025-08-12,293224,176482,-17335.0,7752.0,116742,Commodity,469706,2025-08-15
USD,2025-08-12,12729,18976,1330.0,547.0,-6247,Forex,31705,2025-08-15
BTC,2025-08-12,23438,24180,399.0,-360.0,-742,Crypto,47618,2025-08-15
CAD,2025-08-12,20898,110975,-2691.0,7966.0,-90077,Forex,131873,2025-08-15
CHF,2025-08-12,6091,34134,-715.0,-49.0,-28043,Forex,40225,2025-08-15
SP500,2025-08-12,223653,419609,-9675.0,43184.0,-195956,Indices,643262,2025-08-15
US10,2025-08-12,544434,1486657,418.0,-17193.0,-942223,Bonds,2031091,2025-08-15
JPY,2025-08-12,164693,90459,4435.0,12207.0,74234,Forex,255152,2025-08-15
JPY,2025-08-05,160258,78252,-1864.0,5373.0,82006,Forex,238510,2025-08-08
BTC,2025-08-05,23039,24540,-812.0,-319.0,-1501,Crypto,47579,2025-08-08
NAS100,2025-08-05,86551,52715,1541.0,2659.0,33836,Indices,139266,2025-08-08
GBP,2025-08-05,65635,98938,-22164.0,-889.0,-33303,Forex,164573,2025-08-08
XAU,2025-08-05,292194,55144,10953.0,-2501.0,237050,Commodity,347338,2025-08-08
CAD,2025-08-05,23589,103009,2705.0,5692.0,-79420,Forex,126598,2025-08-08
CHF,2025-08-05,6806,34183,-2217.0,1126.0,-27377,Forex,40989,2025-08-08
SP500,2025-08-05,233328,376425,-156.0,-16579.0,-143097,Indices,609753,2025-08-08
US30,2025-08-05,9770,13685,-2173.0,-1203.0,-3915,Indices,23455,2025-08-08
NZD,2025-08-05,11085,15918,-1995.0,747.0,-4833,Forex,27003,2025-08-08
US10,2025-08-05,544016,1503850,22943.0,86147.0,-959834,Bonds,2047866,2025-08-08
USD,2025-08-05,11399,18429,-2561.0,313.0,-7030,Forex,29828,2025-08-08
USOil,2025-08-05,310559,168730,-7890.0,6304.0,141829,Commodity,479289,2025-08-08
AUD,2025-08-05,23988,107548,-2518.0,2948.0,-83560,Forex,131536,2025-08-08
EUR,2025-08-05,247357,131398,-1484.0,5916.0,115959,Forex,378755,2025-08-08
NZD,2025-07-29,13080,15171,1125.0,54.0,-2091,Forex,28251,2025-08-01
NAS100,2025-07-29,85010,50056,8581.0,4355.0,34954,Indices,135066,2025-08-01
USD,2025-07-29,13960,18116,-2965.0,-2260.0,-4156,Forex,32076,2025-08-01
BTC,2025-07-29,23851,24859,-596.0,-1440.0,-1008,Crypto,48710,2025-08-01
GBP,2025-07-29,87799,99827,-5961.0,6637.0,-12028,Forex,187626,2025-08-01
CAD,2025-07-29,20884,97317,-2202.0,3888.0,-76433,Forex,118201,2025-08-01
CHF,2025-07-29,9023,33057,936.0,-1095.0,-24034,Forex,42080,2025-08-01
US30,2025-07-29,11943,14888,-1611.0,1936.0,-2945,Indices,26831,2025-08-01
XAU,2025-07-29,281241,57645,-30708.0,-1266.0,223596,Commodity,338886,2025-08-01
EUR,2025-07-29,248841,125482,461.0,2617.0,123359,Forex,374323,2025-08-01
AUD,2025-07-29,26506,104600,1440.0,-1721.0,-78094,Forex,131106,2025-08-01
SP500,2025-07-29,233484,393003,12513.0,6570.0,-159519,Indices,626487,2025-08-01
USOil,2025-07-29,318449,162426,9486.0,6794.0,156023,Commodity,480875,2025-08-01
US10,2025-07-29,521073,1417703,-46900.0,100196.0,-896630,Bonds,1938776,2025-08-01
JPY,2025-07-29,162122,72879,-2289.0,15113.0,89243,Forex,235001,2025-08-01
CHF,2025-07-22,8087,34152,-1872.0,1556.0,-26065,Forex,42239,2025-07-25
EUR,2025-07-22,248380,122865,6284.0,8990.0,125515,Forex,371245,2025-07-25
CAD,2025-07-22,23086,93429,1162.0,-2589.0,-70343,Forex,116515,2025-07-25
BTC,2025-07-22,24447,26299,165.0,-469.0,-1852,Crypto,50746,2025-07-25
USD,2025-07-22,16925,20376,663.0,449.0,-3451,Forex,37301,2025-07-25
US10,2025-07-22,567973,1317507,-4098.0,-26941.0,-749534,Bonds,1885480,2025-07-25
XAU,2025-07-22,311949,58911,41722.0,1799.0,253038,Commodity,370860,2025-07-25
SP500,2025-07-22,220971,386433,-12694.0,-12884.0,-165462,Indices,607404,2025-07-25
NZD,2025-07-22,11955,15117,-4668.0,2129.0,-3162,Forex,27072,2025-07-25
NAS100,2025-07-22,76429,45701,-9468.0,-5304.0,30728,Indices,122130,2025-07-25
JPY,2025-07-22,164411,57766,-1033.0,-4096.0,106645,Forex,222177,2025-07-25
USOil,2025-07-22,308963,155632,48.0,9144.0,153331,Commodity,464595,2025-07-25
GBP,2025-07-22,93760,93190,-7220.0,21401.0,570,Forex,186950,2025-07-25
AUD,2025-07-22,25066,106321,3833.0,10169.0,-81255,Forex,131387,2025-07-25
US30,2025-07-22,13554,12952,-1992.0,938.0,602,Indices,26506,2025-07-25
JPY,2025-07-15,165444,61862,-748.0,11825.0,103582,Forex,227306,2025-07-18
CAD,2025-07-15,21924,96018,1580.0,4066.0,-74094,Forex,117942,2025-07-18
SP500,2025-07-15,233665,399317,616.0,29230.0,-165652,Indices,632982,2025-07-18
USOil,2025-07-15,308915,146488,-24223.0,22724.0,162427,Commodity,455403,2025-07-18
US10,2025-07-15,572071,1344448,27558.0,-40644.0,-772377,Bonds,1916519,2025-07-18
AUD,2025-07-15,21233,96152,-2039.0,-1434.0,-74919,Forex,117385,2025-07-18
US30,2025-07-15,15546,12014,399.0,1170.0,3532,Indices,27560,2025-07-18
CHF,2025-07-15,9959,32596,1471.0,1912.0,-22637,Forex,42555,2025-07-18
GBP,2025-07-15,100980,71789,-7039.0,-3036.0,29191,Forex,172769,2025-07-18
XAU,2025-07-15,270227,57112,8542.0,-1605.0,213115,Commodity,327339,2025-07-18
EUR,2025-07-15,242096,113875,971.0,-6654.0,128221,Forex,355971,2025-07-18
BTC,2025-07-15,24282,26768,268.0,318.0,-2486,Crypto,51050,2025-07-18
USD,2025-07-15,16262,19927,54.0,-267.0,-3665,Forex,36189,2025-07-18
NAS100,2025-07-15,85897,51005,4350.0,669.0,34892,Indices,136902,2025-07-18
NZD,2025-07-15,16623,12988,-2361.0,-1075.0,3635,Forex,29611,2025-07-18
GBP,2025-07-08,108019,74825,869.0,-926.0,33194,Forex,182844,2025-07-11
US30,2025-07-08,15147,10844,-1242.0,599.0,4303,Indices,25991,2025-07-11
EUR,2025-07-08,241125,120529,16146.0,3087.0,120596,Forex,361654,2025-07-11
USD,2025-07-08,16208,20194,-665.0,-961.0,-3986,Forex,36402,2025-07-11
BTC,2025-07-08,24014,26450,-172.0,508.0,-2436,Crypto,50464,2025-07-11
NZD,2025-07-08,18984,14063,669.0,-102.0,4921,Forex,33047,2025-07-11
JPY,2025-07-08,166192,50037,-4432.0,6751.0,116155,Forex,216229,2025-07-11
CHF,2025-07-08,8488,30684,1388.0,-269.0,-22196,Forex,39172,2025-07-11
SP500,2025-07-08,233049,370088,-11979.0,42035.0,-137039,Indices,603137,2025-07-11
US10,2025-07-08,544513,1385092,-65404.0,-8487.0,-840579,Bonds,1929605,2025-07-11
AUD,2025-07-08,23272,97586,-2267.0,1957.0,-74314,Forex,120858,2025-07-11
USOil,2025-07-08,333138,123764,-22103.0,3216.0,209374,Commodity,456902,2025-07-11
CAD,2025-07-08,20344,91952,-1805.0,6351.0,-71608,Forex,112296,2025-07-11
XAU,2025-07-08,261685,58717,3054.0,2066.0,202968,Commodity,320402,2025-07-11
NAS100,2025-07-08,81547,50336,3324.0,-751.0,31211,Indices,131883,2025-07-11
XAU,2025-07-01,258631,56651,2554.0,-4422.0,201980,Commodity,315282,2025-07-04
GBP,2025-07-01,107150,75751,7302.0,10298.0,31399,Forex,182901,2025-07-04
US30,2025-07-01,16389,10245,1439.0,1681.0,6144,Indices,26634,2025-07-04
AUD,2025-07-01,25539,95629,2290.0,-182.0,-70090,Forex,121168,2025-07-04
USOil,2025-07-01,355241,120548,-2413.0,-4137.0,234693,Commodity,475789,2025-07-04
JPY,2025-07-01,170624,43286,-7779.0,-2840.0,127338,Forex,213910,2025-07-04
BTC,2025-07-01,24186,25942,-46.0,-451.0,-1756,Crypto,50128,2025-07-04
NZD,2025-07-01,18315,14165,-304.0,-1684.0,4150,Forex,32480,2025-07-04
CHF,2025-07-01,7100,30953,-1084.0,1825.0,-23853,Forex,38053,2025-07-04
SP500,2025-07-01,245028,328053,32644.0,-29677.0,-83025,Indices,573081,2025-07-04
NAS100,2025-07-01,78223,51087,1571.0,-9056.0,27136,Indices,129310,2025-07-04
USD,2025-07-01,16873,21155,3590.0,1838.0,-4282,Forex,38028,2025-07-04
CAD,2025-07-01,22149,85601,-3118.0,7167.0,-63452,Forex,107750,2025-07-04
US10,2025-07-01,609917,1393579,-30607.0,72924.0,-783662,Bonds,2003496,2025-07-04
EUR,2025-07-01,224979,117442,1188.0,4786.0,107537,Forex,342421,2025-07-04
AUD,2025-06-24,23249,95811,2055.0,5227.0,-72562,Forex,119060,2025-06-27
EUR,2025-06-24,223791,112656,2980.0,-6602.0,111135,Forex,336447,2025-06-27
SP500,2025-06-24,212384,357729,-9216.0,-41365.0,-145345,Indices,570113,2025-06-27
CAD,2025-06-24,25267,78434,-2887.0,-16053.0,-53167,Forex,103701,2025-06-27
GBP,2025-06-24,99848,65453,-6434.0,2028.0,34395,Forex,165301,2025-06-27
US30,2025-06-24,14950,8564,-5226.0,-430.0,6386,Indices,23514,2025-06-27
US10,2025-06-24,640524,1320655,90719.0,17951.0,-680131,Bonds,1961179,2025-06-27
XAU,2025-06-24,256077,61073,-4509.0,1135.0,195004,Commodity,317150,2025-06-27
USOil,2025-06-24,357654,124685,9803.0,7882.0,232969,Commodity,482339,2025-06-27
BTC,2025-06-24,24232,26393,-132.0,245.0,-2161,Crypto,50625,2025-06-27
JPY,2025-06-24,178403,46126,2802.0,1402.0,132277,Forex,224529,2025-06-27
NAS100,2025-06-24,76652,60143,-6517.0,-7332.0,16509,Indices,136795,2025-06-27
USD,2025-06-24,13283,19317,68.0,3134.0,-6034,Forex,32600,2025-06-27
CHF,2025-06-24,8184,29128,327.0,1215.0,-20944,Forex,37312,2025-06-27
NZD,2025-06-24,18619,15849,4048.0,5.0,2770,Forex,34468,2025-06-27
EUR,2025-06-17,220811,119258,12057.0,3529.0,101553,Forex,340069,2025-06-20
AUD,2025-06-17,21194,90584,-2803.0,-3357.0,-69390,Forex,111778,2025-06-20
USOil,2025-06-17,347851,116803,16590.0,-22517.0,231048,Commodity,464654,2025-06-20
US10,2025-06-17,549805,1302704,8113.0,36911.0,-752899,Bonds,1852509,2025-06-20
USD,2025-06-17,13215,16183,-3812.0,558.0,-2968,Forex,29398,2025-06-20
US30,2025-06-17,20176,8994,1536.0,674.0,11182,Indices,29170,2025-06-20
GBP,2025-06-17,106282,63425,-4794.0,3983.0,42857,Forex,169707,2025-06-20
JPY,2025-06-17,175601,44724,-8594.0,5124.0,130877,Forex,220325,2025-06-20
NZD,2025-06-17,14571,15844,5259.0,-14703.0,-1273,Forex,30415,2025-06-20
NAS100,2025-06-17,83169,67475,-864.0,1169.0,15694,Indices,150644,2025-06-20
XAU,2025-06-17,260586,59938,14591.0,1424.0,200648,Commodity,320524,2025-06-20
SP500,2025-06-17,221600,399094,6229.0,55754.0,-177494,Indices,620694,2025-06-20
CHF,2025-06-17,7857,27913,-1383.0,-2595.0,-20056,Forex,35770,2025-06-20
CAD,2025-06-17,28154,94487,8503.0,-18307.0,-66333,Forex,122641,2025-06-20
BTC,2025-06-17,24364,26148,-417.0,-642.0,-1784,Crypto,50512,2025-06-20
SP500,2025-06-10,215371,343340,-34983.0,23360.0,-127969,Indices,558711,2025-06-13
AUD,2025-06-10,23997,93941,28.0,6817.0,-69944,Forex,117938,2025-06-13
NAS100,2025-06-10,84033,66306,1244.0,-1813.0,17727,Indices,150339,2025-06-13
JPY,2025-06-10,184195,39600,-5319.0,1235.0,144595,Forex,223795,2025-06-13
BTC,2025-06-10,24781,26790,697.0,394.0,-2009,Crypto,51571,2025-06-13
USD,2025-06-10,17027,15625,1279.0,494.0,1402,Forex,32652,2025-06-13
USOil,2025-06-10,331261,139320,6089.0,-17895.0,191941,Commodity,470581,2025-06-13
US10,2025-06-10,541692,1265793,32658.0,51503.0,-724101,Bonds,1807485,2025-06-13
XAU,2025-06-10,245995,58514,-987.0,-563.0,187481,Commodity,304509,2025-06-13
NZD,2025-06-10,9312,30547,-219.0,-2658.0,-21235,Forex,39859,2025-06-13
EUR,2025-06-10,208754,115729,5968.0,-4293.0,93025,Forex,324483,2025-06-13
CHF,2025-06-10,9240,30508,2095.0,-2703.0,-21268,Forex,39748,2025-06-13
GBP,2025-06-10,111076,59442,7404.0,-9015.0,51634,Forex,170518,2025-06-13
CAD,2025-06-10,19651,112794,984.0,-14319.0,-93143,Forex,132445,2025-06-13
US30,2025-06-10,18640,8320,1181.0,1838.0,10320,Indices,26960,2025-06-13
XAU,2025-06-03,246982,59077,12895.0,-826.0,187905,Commodity,306059,2025-06-06
SP500,2025-06-03,250353,319981,-6033.0,11248.0,-69628,Indices,570334,2025-06-06
US10,2025-06-03,509034,1214290,60424.0,-3924.0,-705256,Bonds,1723324,2025-06-06
USD,2025-06-03,15748,15131,-2658.0,-3361.0,617,Forex,30879,2025-06-06
AUD,2025-06-03,23969,87124,2397.0,4372.0,-63155,Forex,111093,2025-06-06
BTC,2025-06-03,24084,26396,-462.0,-424.0,-2312,Crypto,50480,2025-06-06
NZD,2025-06-03,9531,33205,438.0,-274.0,-23674,Forex,42736,2025-06-06
EUR,2025-06-03,202786,120022,-1540.0,-4830.0,82764,Forex,322808,2025-06-06
JPY,2025-06-03,189514,38365,-2288.0,10575.0,151149,Forex,227879,2025-06-06
US30,2025-06-03,17459,6482,892.0,1093.0,10977,Indices,23941,2025-06-06
NAS100,2025-06-03,82789,68119,-2237.0,125.0,14670,Indices,150908,2025-06-06
USOil,2025-06-03,325172,157215,2561.0,298.0,167957,Commodity,482387,2025-06-06
CAD,2025-06-03,18667,127113,-1751.0,2797.0,-108446,Forex,145780,2025-06-06
CHF,2025-06-03,7145,33211,1356.0,1939.0,-26066,Forex,40356,2025-06-06
GBP,2025-06-03,103672,68457,1281.0,1445.0,35215,Forex,172129,2025-06-06
XAU,2025-05-27,234087,59903,-3975.0,-14178.0,174184,Commodity,293990,2025-05-30
GBP,2025-05-27,102391,67012,14247.0,2861.0,35379,Forex,169403,2025-05-30
CHF,2025-05-27,5789,31272,-1843.0,-127.0,-25483,Forex,37061,2025-05-30
SP500,2025-05-27,256386,308733,12817.0,-30235.0,-52347,Indices,565119,2025-05-30
USD,2025-05-27,18406,18492,823.0,363.0,-86,Forex,36898,2025-05-30
CAD,2025-05-27,20418,124316,-2211.0,-2174.0,-103898,Forex,144734,2025-05-30
EUR,2025-05-27,204326,124852,-1716.0,-6737.0,79474,Forex,329178,2025-05-30
BTC,2025-05-27,24546,26820,404.0,726.0,-2274,Crypto,51366,2025-05-30
US10,2025-05-27,448610,1218214,-55096.0,-136923.0,-769604,Bonds,1666824,2025-05-30
NZD,2025-05-27,9093,33479,-888.0,-154.0,-24386,Forex,42572,2025-05-30
NAS100,2025-05-27,85026,67994,2389.0,-113.0,17032,Indices,153020,2025-05-30
JPY,2025-05-27,191802,27790,-2708.0,610.0,164012,Forex,219592,2025-05-30
USOil,2025-05-27,322611,156917,-10048.0,10678.0,165694,Commodity,479528,2025-05-30
US30,2025-05-27,16567,5389,2450.0,-581.0,11178,Indices,21956,2025-05-30
AUD,2025-05-27,21572,82752,575.0,2678.0,-61180,Forex,104324,2025-05-30
AUD,2025-05-20,20997,80074,-4510.0,5221.0,-59077,Forex,101071,2025-05-23
US10,2025-05-20,503706,1355137,23535.0,-15385.0,-851431,Bonds,1858843,2025-05-23
NAS100,2025-05-20,82637,68107,-3083.0,1934.0,14530,Indices,150744,2025-05-23
CHF,2025-05-20,7632,31399,189.0,887.0,-23767,Forex,39031,2025-05-23
USD,2025-05-20,17583,18129,2044.0,1975.0,-546,Forex,35712,2025-05-23
EUR,2025-05-20,206042,131589,-3507.0,6814.0,74453,Forex,337631,2025-05-23
JPY,2025-05-20,194510,27180,284.0,5222.0,167330,Forex,221690,2025-05-23
USOil,2025-05-20,332659,146239,7636.0,6517.0,186420,Commodity,478898,2025-05-23
SP500,2025-05-20,243569,338968,2379.0,-22113.0,-95399,Indices,582537,2025-05-23
XAU,2025-05-20,238062,74081,-129.0,-2901.0,163981,Commodity,312143,2025-05-23
BTC,2025-05-20,24142,26094,689.0,1814.0,-1952,Crypto,50236,2025-05-23
GBP,2025-05-20,88144,64151,-1396.0,1827.0,23993,Forex,152295,2025-05-23
CAD,2025-05-20,22629,126490,-621.0,21084.0,-103861,Forex,149119,2025-05-23
US30,2025-05-20,14117,5970,858.0,-175.0,8147,Indices,20087,2025-05-23
NZD,2025-05-20,9981,33633,-226.0,814.0,-23652,Forex,43614,2025-05-23
EUR,2025-05-13,209549,124775,15357.0,6302.0,84774,Forex,334324,2025-05-16
USD,2025-05-13,15539,16154,-5712.0,-6205.0,-615,Forex,31693,2025-05-16
CAD,2025-05-13,23250,105406,6573.0,18084.0,-82156,Forex,128656,2025-05-16
USOil,2025-05-13,325023,139722,-6325.0,-16198.0,185301,Commodity,464745,2025-05-16
US10,2025-05-13,480171,1370522,11905.0,-50912.0,-890351,Bonds,1850693,2025-05-16
GBP,2025-05-13,89540,62324,-4844.0,-2825.0,27216,Forex,151864,2025-05-16
AUD,2025-05-13,25507,74853,-736.0,238.0,-49346,Forex,100360,2025-05-16
CHF,2025-05-13,7443,30512,1885.0,1380.0,-23069,Forex,37955,2025-05-16
JPY,2025-05-13,194226,21958,-9782.0,-5191.0,172268,Forex,216184,2025-05-16
SP500,2025-05-13,241190,361081,-8327.0,32554.0,-119891,Indices,602271,2025-05-16
BTC,2025-05-13,23453,24280,517.0,-437.0,-827,Crypto,47733,2025-05-16
NZD,2025-05-13,10207,32819,19.0,-504.0,-22612,Forex,43026,2025-05-16
US30,2025-05-13,13259,6145,565.0,-754.0,7114,Indices,19404,2025-05-16
NAS100,2025-05-13,85720,66173,629.0,13929.0,19547,Indices,151893,2025-05-16
XAU,2025-05-13,238191,76982,746.0,2034.0,161209,Commodity,315173,2025-05-16
USOil,2025-05-06,331348,155920,14182.0,15963.0,175428,Commodity,487268,2025-05-09
CAD,2025-05-06,16677,87322,631.0,4071.0,-70645,Forex,103999,2025-05-09
GBP,2025-05-06,94384,65149,3320.0,-1956.0,29235,Forex,159533,2025-05-09
US10,2025-05-06,468266,1421434,-28280.0,53351.0,-953168,Bonds,1889700,2025-05-09
XAU,2025-05-06,237445,74948,-2932.0,-2111.0,162497,Commodity,312393,2025-05-09
JPY,2025-05-06,204008,27149,1211.0,3564.0,176859,Forex,231157,2025-05-09
CHF,2025-05-06,5558,29132,-9.0,-749.0,-23574,Forex,34690,2025-05-09
USD,2025-05-06,21251,22359,2158.0,2817.0,-1108,Forex,43610,2025-05-09
SP500,2025-05-06,249517,328527,10676.0,10456.0,-79010,Indices,578044,2025-05-09
NZD,2025-05-06,10188,33323,-1982.0,-370.0,-23135,Forex,43511,2025-05-09
AUD,2025-05-06,26243,74615,-359.0,-1930.0,-48372,Forex,100858,2025-05-09
US30,2025-05-06,12694,6899,-508.0,-754.0,5795,Indices,19593,2025-05-09
BTC,2025-05-06,22936,24717,581.0,1131.0,-1781,Crypto,47653,2025-05-09
NAS100,2025-05-06,85091,52244,8065.0,6081.0,32847,Indices,137335,2025-05-09
EUR,2025-05-06,194192,118473,-2196.0,-2118.0,75719,Forex,312665,2025-05-09
BTC,2025-04-29,22355,23586,-703.0,-278.0,-1231,Crypto,45941,2025-05-02
NZD,2025-04-29,12170,33693,2273.0,-3099.0,-21523,Forex,45863,2025-05-02
GBP,2025-04-29,91064,67105,-2957.0,-6426.0,23959,Forex,158169,2025-05-02
US30,2025-04-29,13202,7653,3579.0,-1083.0,5549,Indices,20855,2025-05-02
CHF,2025-04-29,5567,29881,245.0,-915.0,-24314,Forex,35448,2025-05-02
EUR,2025-04-29,196388,120591,183.0,-10586.0,75797,Forex,316979,2025-05-02
USD,2025-04-29,19093,19542,397.0,-128.0,-449,Forex,38635,2025-05-02
CAD,2025-04-29,16046,83251,-2311.0,-2273.0,-67205,Forex,99297,2025-05-02
SP500,2025-04-29,238841,318072,-23488.0,-20132.0,-79231,Indices,556913,2025-05-02
NAS100,2025-04-29,77026,46163,363.0,7180.0,30863,Indices,123189,2025-05-02
US10,2025-04-29,496546,1368083,1519.0,-33050.0,-871537,Bonds,1864629,2025-05-02
AUD,2025-04-29,26602,76545,-573.0,-5212.0,-49943,Forex,103147,2025-05-02
USOil,2025-04-29,317166,139957,8674.0,2420.0,177209,Commodity,457123,2025-05-02
JPY,2025-04-29,202797,23585,424.0,-974.0,179212,Forex,226382,2025-05-02
XAU,2025-04-29,240377,77059,-18519.0,-6459.0,163318,Commodity,317436,2025-05-02
BTC,2025-04-22,23058,23864,2411.0,3803.0,-806,Crypto,46922,2025-04-25
CAD,2025-04-22,18357,85524,92.0,-16601.0,-67167,Forex,103881,2025-04-25
NAS100,2025-04-22,76663,38983,4099.0,-1787.0,37680,Indices,115646,2025-04-25
SP500,2025-04-22,262329,338204,8754.0,20607.0,-75875,Indices,600533,2025-04-25
US30,2025-04-22,9623,8736,1201.0,555.0,887,Indices,18359,2025-04-25
USOil,2025-04-22,308492,137537,-2910.0,-27495.0,170955,Commodity,446029,2025-04-25
XAU,2025-04-22,258896,83518,-12811.0,14021.0,175378,Commodity,342414,2025-04-25
GBP,2025-04-22,94021,73531,8313.0,-5668.0,20490,Forex,167552,2025-04-25
NZD,2025-04-22,9897,36792,1136.0,-5047.0,-26895,Forex,46689,2025-04-25
US10,2025-04-22,495027,1401133,20257.0,-11392.0,-906106,Bonds,1896160,2025-04-25
JPY,2025-04-22,202373,24559,3813.0,-2146.0,177814,Forex,226932,2025-04-25
CHF,2025-04-22,5322,30796,42.0,-3068.0,-25474,Forex,36118,2025-04-25
AUD,2025-04-22,27175,81757,7435.0,3169.0,-54582,Forex,108932,2025-04-25
USD,2025-04-22,18696,19670,2974.0,5776.0,-974,Forex,38366,2025-04-25
EUR,2025-04-22,196205,131177,-898.0,3354.0,65028,Forex,327382,2025-04-25
AUD,2025-04-15,19740,78588,-8753.0,-13205.0,-58848,Forex,98328,2025-04-18
NZD,2025-04-15,8761,41839,826.0,-5248.0,-33078,Forex,50600,2025-04-18
GBP,2025-04-15,85708,79199,-6025.0,4776.0,6509,Forex,164907,2025-04-18
SP500,2025-04-15,253575,317597,-66269.0,-33300.0,-64022,Indices,571172,2025-04-18
US30,2025-04-15,8422,8181,-770.0,309.0,241,Indices,16603,2025-04-18
US10,2025-04-15,474770,1412525,22274.0,-118441.0,-937755,Bonds,1887295,2025-04-18
NAS100,2025-04-15,72564,40770,-993.0,-8523.0,31794,Indices,113334,2025-04-18
JPY,2025-04-15,198560,26705,22005.0,-2783.0,171855,Forex,225265,2025-04-18
USD,2025-04-15,15722,13894,235.0,1320.0,1828,Forex,29616,2025-04-18
CAD,2025-04-15,18265,102125,2236.0,-33145.0,-83860,Forex,120390,2025-04-18
USOil,2025-04-15,311402,165032,-5886.0,-12661.0,146370,Commodity,476434,2025-04-18
CHF,2025-04-15,5280,33864,932.0,-761.0,-28584,Forex,39144,2025-04-18
BTC,2025-04-15,20647,20061,-1741.0,-995.0,586,Crypto,40708,2025-04-18
EUR,2025-04-15,197103,127823,6807.0,-2493.0,69280,Forex,324926,2025-04-18
XAU,2025-04-15,271707,69497,1874.0,379.0,202210,Commodity,341204,2025-04-18
AUD,2025-04-08,28493,91793,2282.0,-10281.0,-63300,Forex,120286,2025-04-11
US30,2025-04-08,9192,7872,-654.0,-4578.0,1320,Indices,17064,2025-04-11
CAD,2025-04-08,16029,135270,-1577.0,-12352.0,-119241,Forex,151299,2025-04-11
CHF,2025-04-08,4348,34625,205.0,-12282.0,-30277,Forex,38973,2025-04-11
USD,2025-04-08,15487,12574,-8153.0,-4025.0,2913,Forex,28061,2025-04-11
SP500,2025-04-08,319844,350897,19909.0,29871.0,-31053,Indices,670741,2025-04-11
GBP,2025-04-08,91733,74423,-13253.0,4063.0,17310,Forex,166156,2025-04-11
EUR,2025-04-08,190296,130316,7049.0,-1096.0,59980,Forex,320612,2025-04-11
XAU,2025-04-08,269833,69118,-58103.0,-20384.0,200715,Commodity,338951,2025-04-11
BTC,2025-04-08,22388,21056,-985.0,-1826.0,1332,Crypto,43444,2025-04-11
NAS100,2025-04-08,73557,49293,3137.0,-5949.0,24264,Indices,122850,2025-04-11
USOil,2025-04-08,317288,177693,-9417.0,18673.0,139595,Commodity,494981,2025-04-11
JPY,2025-04-08,176555,29488,14989.0,-10304.0,147067,Forex,206043,2025-04-11
NZD,2025-04-08,7935,47087,-3229.0,-9125.0,-39152,Forex,55022,2025-04-11
US10,2025-04-08,452496,1530966,-109762.0,105445.0,-1078470,Bonds,1983462,2025-04-11
CAD,2025-04-01,17606,147622,-342.0,140.0,-130016,Forex,165228,2025-04-04
USOil,2025-04-01,326705,159020,2878.0,15751.0,167685,Commodity,485725,2025-04-04
US30,2025-04-01,9846,12450,952.0,-650.0,-2604,Indices,22296,2025-04-04
SP500,2025-04-01,299935,321026,36495.0,3362.0,-21091,Indices,620961,2025-04-04
AUD,2025-04-01,26211,102074,-1913.0,-3496.0,-75863,Forex,128285,2025-04-04
JPY,2025-04-01,161566,39792,1092.0,4694.0,121774,Forex,201358,2025-04-04
GBP,2025-04-01,104986,70360,-4030.0,5627.0,34626,Forex,175346,2025-04-04
NZD,2025-04-01,11164,56212,-2271.0,1210.0,-45048,Forex,67376,2025-04-04
